timestamp,open,high,low,close,volume
2024-06-05 00:00:00,70535.9,70907.26,70426.7,70786.12,639.76865
2024-06-05 01:00:00,70786.12,71299.23,70650.0,70976.13,532.178961
2024-06-05 02:00:00,70976.13,71144.66,70657.07,70841.23,471.93165
2024-06-05 03:00:00,70841.23,70993.15,70764.63,70941.75,355.477163
2024-06-05 04:00:00,70941.75,71250.9,70829.03,71171.98,401.743019
2024-06-05 05:00:00,71171.98,71195.09,70875.65,70997.33,317.519834
2024-06-05 06:00:00,70997.33,71155.5,70833.5,71121.89,437.190287
2024-06-05 07:00:00,71121.89,71375.0,71012.46,71207.59,595.563606
2024-06-05 08:00:00,71207.59,71244.56,70881.71,70929.58,415.655791
2024-06-05 09:00:00,70929.58,71032.87,70805.06,70898.43,320.280032
2024-06-05 10:00:00,70898.43,70914.0,70724.5,70794.14,364.028728
2024-06-05 11:00:00,70794.14,71103.0,70700.0,70967.87,379.915664
2024-06-05 12:00:00,70967.87,71129.99,70650.24,70946.57,662.902018
2024-06-05 13:00:00,70946.57,71175.0,70600.1,70744.79,723.832764
2024-06-05 14:00:00,70744.79,71068.7,70379.81,70870.17,753.588955
2024-06-05 15:00:00,70870.17,71747.43,70763.1,71584.34,1124.488781
2024-06-05 16:00:00,71584.34,71772.99,71271.71,71314.37,879.047227
2024-06-05 17:00:00,71314.37,71727.26,71236.27,71636.47,662.395768
2024-06-05 18:00:00,71636.47,71758.85,70900.44,71095.41,761.170504
2024-06-05 19:00:00,71095.41,71411.1,70731.45,71286.67,683.314612
2024-06-05 20:00:00,71286.67,71365.91,71153.6,71196.7,329.695199
2024-06-05 21:00:00,71196.7,71217.64,71035.28,71152.92,175.320588
2024-06-05 22:00:00,71152.92,71280.79,71089.63,71144.4,343.412074
2024-06-05 23:00:00,71144.4,71296.5,70714.06,71113.08,586.299183
2024-06-06 00:00:00,71113.08,71190.82,70951.55,71018.28,287.916366
2024-06-06 01:00:00,71018.28,71194.67,70894.48,71128.68,341.262062
2024-06-06 02:00:00,71128.68,71248.99,71099.67,71167.89,271.515219
2024-06-06 03:00:00,71167.89,71198.63,71015.46,71053.04,177.429664
2024-06-06 04:00:00,71053.04,71114.14,70911.19,71055.75,355.625135
2024-06-06 05:00:00,71055.75,71095.4,70806.94,70902.28,362.765121
2024-06-06 06:00:00,70902.28,71044.16,70801.01,70891.44,499.516105
2024-06-06 07:00:00,70891.44,71076.94,70851.17,71027.25,371.204742
2024-06-06 08:00:00,71027.25,71043.58,70858.58,70907.52,346.150739
2024-06-06 09:00:00,70907.52,71153.9,70904.85,70980.1,324.126118
2024-06-06 10:00:00,70980.1,71012.86,70894.74,70995.1,293.711122
2024-06-06 11:00:00,70995.1,71191.89,70932.06,71169.67,451.95419
2024-06-06 12:00:00,71169.67,71445.52,71050.51,71183.88,972.518518
2024-06-06 13:00:00,71183.88,71544.45,70992.73,71126.21,1138.935055
2024-06-06 14:00:00,71126.21,71527.69,71026.81,71471.54,947.914482
2024-06-06 15:00:00,71471.54,71662.99,71251.1,71308.7,658.715969
2024-06-06 16:00:00,71308.7,71393.32,70821.07,70944.26,938.13688
2024-06-06 17:00:00,70944.26,71232.52,70779.06,71109.16,719.155172
2024-06-06 18:00:00,71109.16,71171.46,70858.7,71083.2,520.747874
2024-06-06 19:00:00,71083.2,71088.63,70405.18,70485.99,792.039278
2024-06-06 20:00:00,70485.99,70745.95,70101.96,70724.69,711.144598
2024-06-06 21:00:00,70724.69,70869.28,70667.1,70738.2,207.047835
2024-06-06 22:00:00,70738.2,70900.9,70668.27,70895.77,184.621861
2024-06-06 23:00:00,70895.77,70972.98,70750.47,70799.8,282.332634
2024-06-07 00:00:00,70799.8,70884.89,70744.27,70884.25,211.228053
2024-06-07 01:00:00,70884.25,70902.55,70655.18,70833.0,249.171052
2024-06-07 02:00:00,70833.0,70866.0,70664.99,70830.0,231.718327
2024-06-07 03:00:00,70830.0,71020.32,70741.36,70994.88,244.010327
2024-06-07 04:00:00,70994.88,71271.21,70992.18,71219.64,438.264354
2024-06-07 05:00:00,71219.64,71445.79,71164.55,71300.0,470.061522
2024-06-07 06:00:00,71300.0,71359.9,71165.39,71269.63,297.068284
2024-06-07 07:00:00,71269.63,71308.17,71060.18,71106.49,448.035561
