timestamp,open,high,low,close,volume
2023-07-05 13:00:00,30323.99,30379.24,30193.86,30354.54,473.870975
2023-07-05 14:00:00,30354.54,30441.13,30333.99,30414.36,271.370703
2023-07-05 15:00:00,30414.36,30419.06,30240.32,30356.31,361.957896
2023-07-05 16:00:00,30356.31,30472.36,30333.99,30465.99,195.568504
2023-07-05 17:00:00,30465.99,30581.59,30452.2,30525.16,216.21586
2023-07-05 18:00:00,30525.16,30593.24,30440.0,30503.14,215.387811
2023-07-05 19:00:00,30503.14,30531.13,30428.56,30430.75,137.825048
2023-07-05 20:00:00,30430.75,30495.99,30392.84,30462.33,101.245913
2023-07-05 21:00:00,30462.33,30492.65,30421.62,30468.0,114.568145
2023-07-05 22:00:00,30468.0,30505.0,30386.95,30437.11,123.682688
2023-07-05 23:00:00,30437.11,30539.39,30390.26,30502.53,166.010846
2023-07-06 00:00:00,30502.53,30529.17,30390.64,30410.36,204.482267
2023-07-06 01:00:00,30410.36,30477.39,30334.0,30475.93,203.677799
2023-07-06 02:00:00,30475.93,30563.95,30460.01,30473.08,191.97632
2023-07-06 03:00:00,30473.08,30523.56,30464.99,30496.55,60.685212
2023-07-06 04:00:00,30496.55,30539.54,30452.59,30465.99,75.629284
2023-07-06 05:00:00,30465.99,30627.85,30440.8,30582.0,151.568576
2023-07-06 06:00:00,30582.0,30724.86,30560.1,30692.01,239.939415
2023-07-06 07:00:00,30692.01,30853.89,30691.24,30801.0,266.201838
2023-07-06 08:00:00,30801.0,31357.99,30779.29,31327.67,748.204348
2023-07-06 09:00:00,31327.67,31520.04,31025.4,31063.5,1389.622121
2023-07-06 10:00:00,31063.5,31273.54,31061.51,31229.5,384.865249
2023-07-06 11:00:00,31229.5,31263.14,30690.0,30843.5,913.841706
2023-07-06 12:00:00,30843.5,30882.49,30493.75,30600.19,730.431361
2023-07-06 13:00:00,30600.19,30662.86,30305.0,30363.18,677.033217
2023-07-06 14:00:00,30363.18,30429.49,29870.0,30219.41,1613.626911
2023-07-06 15:00:00,30219.41,30488.47,30078.22,30408.74,558.423589
2023-07-06 16:00:00,30408.74,30470.01,30167.39,30313.83,693.139756
2023-07-06 17:00:00,30313.83,30345.8,30207.84,30295.26,208.189528
2023-07-06 18:00:00,30295.26,30397.22,30211.85,30376.5,185.378814
2023-07-06 19:00:00,30376.5,30376.5,30257.84,30311.85,208.029341
2023-07-06 20:00:00,30311.85,30343.71,30250.0,30313.57,150.011057
2023-07-06 21:00:00,30313.57,30343.71,30183.41,30221.51,207.81391
2023-07-06 22:00:00,30221.51,30263.53,30103.2,30164.86,215.068095
2023-07-06 23:00:00,30164.86,30164.86,29855.0,29892.52,813.171475
2023-07-07 00:00:00,29892.52,30105.08,29674.61,30053.17,1046.112579
2023-07-07 01:00:00,30053.17,30120.0,29965.71,30089.21,243.736222
2023-07-07 02:00:00,30089.21,30145.17,30059.81,30103.79,201.454514
